SID,Location,Replicate,Plot,Clone,Species,Gender,HEMI,CELL,LIG,ASH,SPGR,HT,SNo,Total diam (mm),SDIA,SA,IL,LFA,LFWT,SLA,LMA,LFL,LFW,LFP,Leaf Factor,Leaf Aspect Ratio,Conductance Temp °C,gs,AugSPAD,SeptSPAD
YR1_WVU_R3_P264,WVU,3,264,00-01-102,S. purpurea,M,19.04,42.49,25.81,1.53,0.44,1.60,10,79,7.90,5.19,10.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,789.7,61.2,NA
YR1_WVU_R4_P463,WVU,4,463,00-01-102,S. purpurea,M,17.46,40.19,27.45,2.31,0.33,1.64,16,130,8.13,8.64,10.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1,298.3,59.8,NA
YR1_WVU_R5_P630,WVU,5,630,00-01-102,S. purpurea,M,NA,NA,NA,NA,NA,1.20,12,81,6.75,4.52,8.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,NA
YR1_WVU_R6_P725,WVU,6,725,00-01-102,S. purpurea,M,NA,NA,NA,NA,NA,1.67,7,54,7.71,3.31,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9,NA
YR1_Geneva_R1_P95,Geneva,1,95,00-01-101,S. purpurea,F,17.53,41.55,26.92,1.55,0.35,2.23,31,248,8.00,16.76,22.50,8.59,0.0887,96.84,0.0103,8.27,1.44,16.13,5.75,0.41,29.5,785.7,43.0,43.5
YR1_Geneva_R2_P198,Geneva,2,198,00-01-101,S. purpurea,F,16.89,36.85,29.40,2.62,0.51,1.89,28,185,6.61,10.06,11.25,6.58,0.059,111.53,0.0090,6.41,1.36,14.41,4.73,0.4,28.4,785.2,53.2,31.9
YR1_Geneva_R3_P311,Geneva,3,311,00-01-101,S. purpurea,F,17.56,38.78,28.57,1.79,0.26,1.82,28,202,7.21,11.88,10.50,6.75,0.0674,100.15,0.0100,7.21,1.19,14.57,6.05,0.4,26.6,812.0,37.3,40.4
YR1_Geneva_R4_P515,Geneva,4,515,00-01-101,S. purpurea,F,17.61,38.96,27.72,1.77,0.39,2.35,30,278,9.27,21.02,26.75,10.78,0.1037,103.95,0.0096,8.68,1.58,17.79,5.49,0.43,29.9,754.7,40.2,47.5
YR1_Geneva_R5_P529,Geneva,5,529,00-01-101,S. purpurea,F,NA,NA,NA,NA,NA,1.87,20,153,7.65,9.56,10.00,7.43,0.0711,104.50,0.0096,7.75,1.23,15.35,6.29,0.4,25.9,588.9,40.9,38.1
YR1_Geneva_R6_P764,Geneva,6,764,00-01-101,S. purpurea,F,NA,NA,NA,NA,NA,1.88,30,233,7.77,14.62,9.50,7.59,0.078,97.31,0.0103,8.18,1.21,15.84,6.78,0.38,25.9,704.7,33.6,33.4
YR1_Portland_R1_P93,Portland,1,93,00-01-101,S. purpurea,F,18.47,42.78,26.89,1.37,0.50,0.84,8,39,4.88,1.52,12.50,15.92,0.0375,424.53,0.0024,6.35,3.34,132.22,1.9,0.01,32.4,175.4,41.9,41.1
YR1_Portland_R2_P255,Portland,2,255,00-01-101,S. purpurea,F,18.25,40.87,28.08,1.52,0.49,1.30,10,53,5.30,2.30,13.50,6.20,0.0477,129.98,0.0077,5.75,1.3,28,4.42,0.1,25.0,226.8,41.5,40.6
YR1_Portland_R3_P294,Portland,3,294,00-01-101,S. purpurea,F,18.73,39.60,27.94,1.71,0.55,1.10,5,25,5.00,1.00,13.25,4.44,0.0527,84.25,0.0119,5.4,1.17,16.49,4.61,0.21,26.9,494.8,36.2,35.6
YR1_Portland_R4_P440,Portland,4,440,00-01-101,S. purpurea,F,16.76,36.49,30.72,2.30,0.44,1.45,12,66,5.50,2.91,17.50,6.77,0.0502,134.86,0.0074,7.17,1.26,21.37,5.7,0.19,32.9,602.3,46.2,66.3
YR1_Portland_R5_P589,Portland,5,589,00-01-101,S. purpurea,F,16.76,36.49,30.72,2.30,0.44,1.37,11,62,5.64,3.03,23.25,5.77,0.054,106.85,0.0094,5.78,1.24,12.47,4.68,0.47,31.8,684.7,60.9,46.2
YR1_Portland_R6_P691,Portland,6,691,00-01-101,S. purpurea,F,NA,NA,NA,NA,NA,1.32,18,96,5.33,4.24,17.00,7.31,0.0579,126.25,0.0079,6.57,1.41,14.06,4.66,0.47,33.2,719.9,62.2,49.4
YR1_WVU_R1_P10,WVU,1,10,00-01-101,S. purpurea,F,16.64,32.63,31.64,2.80,0.51,0.94,4,24,6.00,1.18,19.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,662.1,49.9,NA
YR1_WVU_R2_P159,WVU,2,159,00-01-101,S. purpurea,F,18.79,43.27,25.66,1.87,0.48,2.67,33,332,10.06,27.05,24.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,556.9,64.9,NA
YR1_WVU_R3_P345,WVU,3,345,00-01-101,S. purpurea,F,18.13,38.18,28.58,1.66,0.56,1.84,5,35,7.00,1.97,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,573.6,57.0,NA
YR1_WVU_R4_P454,WVU,4,454,00-01-101,S. purpurea,F,16.29,31.34,34.02,2.71,0.23,1.42,5,17,3.40,0.48,6.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,219.8,55.3,NA
YR1_WVU_R5_P609,WVU,5,609,00-01-101,S. purpurea,F,NA,NA,NA,NA,NA,2.17,8,47,5.88,2.24,18.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,NA
YR1_WVU_R6_P711,WVU,6,711,00-01-101,S. purpurea,F,NA,NA,NA,NA,NA,1.27,4,28,7.00,1.62,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,NA
YR1_Geneva_R1_P41,Geneva,1,41,00-01-098,S. purpurea,F,18.09,39.16,26.94,2.13,0.54,2.19,30,236,7.87,15.61,12.50,9.07,0.0789,114.96,0.0087,7.4,1.54,15.65,4.81,0.47,32.7,929.3,35.4,38.4
YR1_Geneva_R2_P183,Geneva,2,183,00-01-098,S. purpurea,F,16.56,33.03,29.53,3.90,0.68,2.54,27,238,8.81,17.88,11.75,15.03,0.1272,118.16,0.0085,10.41,1.81,21.03,5.75,0.43,27.9,760.7,47.6,43.5
YR1_Geneva_R3_P331,Geneva,3,331,00-01-098,S. purpurea,F,17.41,37.71,28.31,2.40,0.45,2.35,32,275,8.59,19.96,9.75,14.86,0.119,124.87,0.0080,9.33,1.92,19.71,4.85,0.48,26.9,716.2,25.3,17.2
YR1_Geneva_R4_P397,Geneva,4,397,00-01-098,S. purpurea,F,18.05,39.86,26.26,2.22,0.42,2.23,32,229,7.16,13.88,9.75,11.03,0.11,100.27,0.0100,8.57,1.61,17.8,5.31,0.44,34.2,865.4,50.9,47.6
YR1_Geneva_R5_P539,Geneva,5,539,00-01-098,S. purpurea,F,NA,NA,NA,NA,NA,2.36,26,246,9.46,19.02,11.00,12.62,0.1111,113.59,0.0088,9.44,1.68,20.54,5.61,0.38,31.4,671.4,35.1,47.4
YR1_Geneva_R6_P677,Geneva,6,677,00-01-098,S. purpurea,F,NA,NA,NA,NA,NA,2.33,32,308,9.63,23.99,10.25,11.64,0.1134,102.65,0.0097,8.85,1.6,18.34,5.52,0.44,26.0,709.6,46.5,40.8
YR1_Portland_R1_P120,Portland,1,120,00-01-098,S. purpurea,F,18.95,41.71,26.82,1.49,0.47,0.91,7,34,4.86,1.46,15.00,25.39,0.0665,381.80,0.0026,6.6,4.52,91.19,1.46,0.04,34.1,567.9,55.7,51.2
YR1_Portland_R2_P183,Portland,2,183,00-01-098,S. purpurea,F,19.51,43.12,26.34,1.03,0.48,1.33,17,98,5.76,4.74,12.75,8.27,0.054,153.15,0.0065,6.76,3.04,26.08,2.23,0.15,28.7,378.8,53.6,46.2
YR1_Portland_R3_P332,Portland,3,332,00-01-098,S. purpurea,F,19.20,39.16,28.15,1.62,0.46,1.62,18,111,6.17,5.58,12.25,5.35,0.0827,64.69,0.0155,6.06,1.25,26.08,4.86,0.1,30.5,619.5,37.9,51.3
YR1_Portland_R4_P411,Portland,4,411,00-01-098,S. purpurea,F,15.86,31.69,33.36,2.61,0.49,1.67,13,81,6.23,4.30,25.00,8.62,0.0488,176.64,0.0057,7.87,1.47,29.82,5.34,0.12,33.6,654.3,68.1,53.6
YR1_Portland_R5_P632,Portland,5,632,00-01-098,S. purpurea,F,NA,NA,NA,NA,NA,2.23,46,317,6.89,18.89,12.50,8.76,0.0733,119.51,0.0084,7.32,1.51,15.4,4.86,0.46,33.8,931.3,48.4,52.0
YR1_Portland_R6_P696,Portland,6,696,00-01-098,S. purpurea,F,NA,NA,NA,NA,NA,1.69,16,103,6.44,5.49,17.00,8.30,0.0645,128.68,0.0078,7.07,1.43,15.07,4.95,0.46,32.6,772.0,39.8,45.7
YR1_WVU_R1_P119,WVU,1,119,00-01-098,S. purpurea,F,16.74,33.21,30.79,3.24,0.41,1.58,12,91,7.58,5.55,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,721.3,60.1,NA
YR1_WVU_R2_P134,WVU,2,134,00-01-098,S. purpurea,F,16.52,34.01,30.88,2.69,0.42,1.03,19,92,4.84,3.71,18.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,749.8,55.5,NA
YR1_WVU_R3_P379,WVU,3,379,00-01-098,S. purpurea,F,17.14,34.08,31.05,2.90,0.42,2.37,26,193,7.42,11.55,20.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,445.2,64.3,NA
YR1_WVU_R4_P507,WVU,4,507,00-01-098,S. purpurea,F,18.32,42.23,27.35,1.80,0.49,1.67,12,101,8.42,6.83,16.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,315.0,57.4,NA
YR1_WVU_R5_P534,WVU,5,534,00-01-098,S. purpurea,F,NA,NA,NA,NA,NA,1.49,12,55,4.58,2.07,13.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2,NA
YR1_WVU_R6_P677,WVU,6,677,00-01-098,S. purpurea,F,NA,NA,NA,NA,NA,1.46,13,77,5.92,3.76,23.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.6,NA
YR1_Geneva_R1_P62,Geneva,1,62,00-01-095,S. purpurea,M,17.40,39.25,27.52,2.02,0.38,1.68,7,40,5.71,1.92,13.00,6.30,0.067,94.03,0.0106,5.93,1.3,12.33,4.55,0.52,31.7,752.3,47.4,46.9
YR1_Geneva_R2_P236,Geneva,2,236,00-01-095,S. purpurea,M,16.68,36.57,30.32,2.59,0.31,2.18,22,158,7.18,9.50,10.00,7.97,0.0922,86.44,0.0116,7.69,1.34,15.31,5.74,0.43,27.6,658.4,35.6,52.2
YR1_Geneva_R3_P352,Geneva,3,352,00-01-095,S. purpurea,M,17.81,37.21,28.55,1.84,0.51,2.49,17,129,7.59,8.35,11.75,6.84,0.094,72.77,0.0137,6.67,1.28,13.95,5.21,0.44,25.1,623.2,33.3,42.4
YR1_Geneva_R4_P409,Geneva,4,409,00-01-095,S. purpurea,M,17.78,37.60,28.44,1.93,0.45,2.81,21,181,8.62,12.94,10.25,9.81,0.1413,69.43,0.0144,8.1,1.49,16.8,5.42,0.44,32.7,726.0,30.0,27.5
YR1_Geneva_R5_P606,Geneva,5,606,00-01-095,S. purpurea,M,NA,NA,NA,NA,NA,2.23,20,171,8.55,11.84,11.25,8.49,0.081,104.81,0.0095,8.36,1.32,16.74,6.34,0.38,30.8,814.9,37.8,49.2
YR1_Geneva_R6_P676,Geneva,6,676,00-01-095,S. purpurea,M,NA,NA,NA,NA,NA,2.25,24,214,8.92,15.91,12.00,7.98,0.0896,89.06,0.0112,7.17,1.45,15.1,4.93,0.44,26.1,792.1,37.7,29.2
YR1_Portland_R1_P18,Portland,1,18,00-01-095,S. purpurea,M,18.24,39.54,28.08,1.70,0.49,1.58,6,36,6.00,1.79,12.00,8.62,0.0717,120.22,0.0083,6.86,1.63,45.5,4.21,0.05,29.1,374.9,44.1,43.1
YR1_Portland_R2_P184,Portland,2,184,00-01-095,S. purpurea,M,17.74,35.07,31.15,1.71,0.46,1.57,10,53,5.30,2.44,12.50,5.07,0.0542,93.54,0.0107,5.22,4.32,24.5,1.21,0.11,29.2,359.0,39.5,39.0
YR1_Portland_R3_P360,Portland,3,360,00-01-095,S. purpurea,M,17.82,39.39,28.51,1.65,0.47,1.25,6,31,5.17,1.41,21.75,6.26,0.0511,122.50,0.0082,5.97,1.35,21.84,4.43,0.16,33.0,634.6,46.1,40.2
YR1_Portland_R4_P500,Portland,4,500,00-01-095,S. purpurea,M,18.11,38.79,27.79,1.85,0.40,1.60,9,53,5.89,2.71,16.25,2.32,0.0239,97.07,0.0103,2.75,0.95,6.39,2.89,0.71,29.4,403.9,42.7,53.1
YR1_Portland_R5_P574,Portland,5,574,00-01-095,S. purpurea,M,NA,NA,NA,NA,NA,1.89,15,97,6.47,5.40,10.50,7.62,0.0694,109.80,0.0091,6.86,1.38,14.47,4.97,0.46,31.8,769.8,41.2,37.3
YR1_Portland_R6_P744,Portland,6,744,00-01-095,S. purpurea,M,NA,NA,NA,NA,NA,1.09,8,45,5.63,2.21,10.50,7.58,0.0689,110.01,0.0091,6.82,1.35,14.16,5.03,0.48,33.5,846.1,35.2,39.4
YR1_WVU_R1_P17,WVU,1,17,00-01-095,S. purpurea,M,17.22,31.92,31.03,2.44,0.41,1.41,7,52,7.43,3.36,19.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,701.7,46.3,NA
YR1_WVU_R2_P152,WVU,2,152,00-01-095,S. purpurea,M,17.45,32.71,30.90,3.11,0.50,1.25,6,38,6.33,2.36,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,675.3,44.9,NA
YR1_WVU_R3_P388,WVU,3,388,00-01-095,S. purpurea,M,18.04,38.36,28.05,2.26,0.39,2.78,9,66,7.33,4.07,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,531.8,60.4,NA
YR1_WVU_R4_P408,WVU,4,408,00-01-095,S. purpurea,M,16.91,31.97,31.35,2.51,0.32,1.34,5,26,5.20,1.08,13.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,257.2,47.5,NA
YR1_WVU_R5_P586,WVU,5,586,00-01-095,S. purpurea,M,17.45,32.71,30.90,3.11,0.50,1.11,13,75,5.77,3.54,10.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1,NA
YR1_WVU_R6_P722,WVU,6,722,00-01-095,S. purpurea,M,NA,NA,NA,NA,NA,0.81,3,11,3.67,0.48,17.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.6,NA
YR1_Geneva_R1_P58,Geneva,1,58,00-01-094,S. purpurea,M,16.84,38.63,28.35,2.46,0.46,2.00,12,83,6.92,4.59,14.00,9.54,0.1342,71.09,0.0141,8.17,1.44,16.18,5.65,0.46,31.4,920.2,31.2,29.0
YR1_Geneva_R2_P210,Geneva,2,210,00-01-094,S. purpurea,M,16.62,34.54,29.64,2.78,0.56,2.04,14,103,7.36,6.18,8.25,6.42,0.0695,92.37,0.0108,7.65,1,15.43,7.66,0.34,27.6,754.0,52.9,37.8
YR1_Geneva_R3_P301,Geneva,3,301,00-01-094,S. purpurea,M,16.32,36.10,29.85,2.50,0.46,2.22,15,127,8.47,8.77,12.25,9.30,0.1126,82.59,0.0121,7.78,1.47,16.09,5.31,0.45,29.1,587.0,37.7,41.6
YR1_Geneva_R4_P517,Geneva,4,517,00-01-094,S. purpurea,M,16.59,36.60,28.69,2.64,0.58,2.17,11,109,9.91,8.54,10.00,8.87,0.085,104.35,0.0096,7.99,1.33,16.16,6.01,0.43,30.4,795.0,49.6,35.8
YR1_Geneva_R5_P581,Geneva,5,581,00-01-094,S. purpurea,M,NA,NA,NA,NA,NA,2.43,15,133,8.87,9.76,12.50,10.69,0.119,89.83,0.0111,8.01,1.6,17.25,5.02,0.45,27.6,699.8,39.2,46.3
YR1_Geneva_R6_P758,Geneva,6,758,00-01-094,S. purpurea,M,NA,NA,NA,NA,NA,2.08,16,120,7.50,7.34,12.00,8.90,0.0842,105.70,0.0095,7.93,1.29,16.56,6.16,0.41,25.9,685.6,35.8,32.6
YR1_Portland_R1_P38,Portland,1,38,00-01-094,S. purpurea,M,15.84,35.90,31.35,2.25,0.45,1.09,7,41,5.86,2.08,18.00,3.35,0.0889,37.68,0.0265,2.67,1.57,22.9,1.7,0.08,29.1,383.4,41.1,39.8
YR1_Portland_R2_P233,Portland,2,233,00-01-094,S. purpurea,M,16.34,34.01,31.77,2.66,0.45,1.17,16,83,5.19,3.60,19.00,5.83,0.0446,130.72,0.0077,4.66,1.38,24.22,3.37,0.12,25.1,243.4,49.0,55.5
YR1_Portland_R3_P327,Portland,3,327,00-01-094,S. purpurea,M,18.36,41.07,26.87,1.76,0.48,1.61,18,131,7.28,7.81,9.50,7.00,0.0616,113.64,0.0088,6.05,8.61,40.6,0.7,0.05,31.2,741.9,48.5,36.7
YR1_Portland_R4_P447,Portland,4,447,00-01-094,S. purpurea,M,16.92,38.47,28.75,2.31,0.45,1.38,5,27,5.40,1.22,11.00,6.28,0.0453,138.63,0.0072,6.79,1.19,19.25,5.69,0.21,31.8,526.0,44.2,42.0
YR1_Portland_R5_P576,Portland,5,576,00-01-094,S. purpurea,M,NA,NA,NA,NA,NA,1.75,7,41,5.86,2.02,12.75,6.14,0.0549,111.84,0.0089,5.78,1.22,12.19,4.74,0.52,31.8,655.8,39.5,32.6
YR1_Portland_R6_P683,Portland,6,683,00-01-094,S. purpurea,M,NA,NA,NA,NA,NA,2.02,6,44,7.33,2.65,19.50,7.34,0.0826,88.86,0.0113,6.47,1.28,14.11,5.06,0.46,32.0,701.4,34.9,30.7
YR1_WVU_R1_P18,WVU,1,18,00-01-094,S. purpurea,M,16.53,35.28,29.78,3.04,0.55,1.46,5,36,7.20,2.12,31.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,713.5,42.6,NA
YR1_WVU_R2_P191,WVU,2,191,00-01-094,S. purpurea,M,18.31,42.97,26.28,1.72,0.45,2.05,19,171,9.00,12.57,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,613.0,64.7,NA
YR1_WVU_R3_P386,WVU,3,386,00-01-094,S. purpurea,M,17.67,40.11,27.38,2.39,0.45,1.73,16,130,8.13,8.95,24.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,689.1,60.8,NA
YR1_WVU_R4_P499,WVU,4,499,00-01-094,S. purpurea,M,17.45,37.81,28.85,2.55,0.58,1.62,12,103,8.58,7.20,19.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,285.6,54.1,NA
YR1_WVU_R5_P530,WVU,5,530,00-01-094,S. purpurea,M,NA,NA,NA,NA,NA,0.57,7,48,6.86,2.92,28.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7,NA
YR1_WVU_R6_P743,WVU,6,743,00-01-094,S. purpurea,M,NA,NA,NA,NA,NA,1.65,10,72,7.20,4.21,25.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,NA
YR1_Geneva_R1_P110,Geneva,1,110,00-01-091,S. purpurea,M,18.07,36.41,28.13,2.37,0.44,2.00,19,160,8.42,11.03,14.00,6.77,0.0569,118.98,0.0084,6.61,1.28,12.91,5.18,0.51,31.5,723.8,37.3,37.2
YR1_Geneva_R2_P250,Geneva,2,250,00-01-091,S. purpurea,M,17.04,34.07,29.67,2.98,0.55,2.15,23,173,7.52,11.55,10.25,7.82,0.0742,105.39,0.0095,7.39,1.3,14.73,5.67,0.45,31.0,787.6,33.7,40.2
YR1_Geneva_R3_P294,Geneva,3,294,00-01-091,S. purpurea,M,17.89,38.67,27.16,2.21,0.44,2.01,15,112,7.47,7.12,11.00,10.10,0.1351,74.76,0.0134,7.86,1.54,16.61,5.1,0.46,29.7,600.3,38.1,25.6
YR1_Geneva_R4_P493,Geneva,4,493,00-01-091,S. purpurea,M,16.50,32.90,30.96,3.26,0.63,2.43,21,180,8.57,12.88,9.00,11.22,0.0977,114.84,0.0087,7.84,1.73,16.5,4.54,0.52,29.2,587.3,43.3,30.7
YR1_Geneva_R5_P630,Geneva,5,630,00-01-091,S. purpurea,M,NA,NA,NA,NA,NA,1.98,19,148,7.79,9.46,9.00,6.60,0.0631,104.60,0.0096,6.66,1.26,14.93,5.28,0.37,33.6,535.9,39.2,30.3
YR1_Geneva_R6_P732,Geneva,6,732,00-01-091,S. purpurea,M,NA,NA,NA,NA,NA,2.01,28,213,7.61,13.69,11.00,10.11,0.0723,139.83,0.0072,7.81,1.54,18.61,5.07,0.37,30.1,761.9,38.3,60.9
YR1_Portland_R1_P125,Portland,1,125,00-01-091,S. purpurea,M,17.43,35.49,30.15,2.03,0.41,1.66,14,93,6.64,5.02,13.00,26.83,0.042,638.81,0.0016,5.77,5.2,87.31,1.11,0.04,35.6,425.7,40.8,38.9
YR1_Portland_R2_P192,Portland,2,192,00-01-091,S. purpurea,M,19.41,42.62,26.12,1.08,0.50,1.74,7,53,7.57,3.39,11.75,4.59,0.0452,101.55,0.0098,4.44,1.23,19.04,3.62,0.16,27.8,303.3,42.8,41.4
YR1_Portland_R3_P309,Portland,3,309,00-01-091,S. purpurea,M,18.32,39.48,28.71,1.49,0.47,1.69,6,34,5.67,1.60,12.00,5.20,0.0505,102.97,0.0097,4.35,1.46,22.64,2.98,0.13,29.0,553.3,39.0,44.6
YR1_Portland_R4_P396,Portland,4,396,00-01-091,S. purpurea,M,17.47,37.95,29.37,1.93,0.50,1.38,15,84,5.60,3.85,10.00,5.22,0.0447,116.78,0.0086,5.28,1.24,21.3,4.26,0.14,36.6,686.6,53.1,58.3
YR1_Portland_R5_P540,Portland,5,540,00-01-091,S. purpurea,M,NA,NA,NA,NA,NA,1.79,14,95,6.79,5.27,9.75,7.47,0.0566,131.98,0.0076,6.6,1.38,13.2,4.78,0.54,29.9,685.5,57.4,48.0
YR1_Portland_R6_P739,Portland,6,739,00-01-091,S. purpurea,M,NA,NA,NA,NA,NA,1.41,6,37,6.17,1.89,11.00,7.37,0.0637,115.70,0.0086,5.92,1.41,13.11,4.19,0.54,33.0,772.5,50.2,37.7
YR1_WVU_R1_P47,WVU,1,47,00-01-091,S. purpurea,M,15.54,29.11,34.61,2.56,0.46,1.17,8,53,6.63,2.85,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,754.0,52.8,NA
YR1_WVU_R2_P167,WVU,2,167,00-01-091,S. purpurea,M,14.98,27.89,35.80,2.64,0.42,1.12,18,92,5.11,4.19,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,709.0,42.6,NA
YR1_WVU_R3_P308,WVU,3,308,00-01-091,S. purpurea,M,15.83,32.45,32.92,2.60,0.34,1.68,20,179,8.95,14.05,14.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,925.6,54.5,NA
YR1_WVU_R4_P456,WVU,4,456,00-01-091,S. purpurea,M,15.86,31.40,33.16,3.05,0.61,1.23,2,4,2.00,0.13,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,288.7,43.5,NA
YR1_WVU_R5_P628,WVU,5,628,00-01-091,S. purpurea,M,NA,NA,NA,NA,NA,2.13,8,45,5.63,2.08,25.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3,NA
YR1_WVU_R6_P771,WVU,6,771,00-01-091,S. purpurea,M,NA,NA,NA,NA,NA,1.47,2,16,8.00,1.15,15.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,NA
YR1_Geneva_R1_P11,Geneva,1,11,00-01-089,S. purpurea,M,17.61,38.55,26.90,2.16,0.34,2.65,18,147,8.17,9.90,9.00,9.80,0.1119,87.58,0.0114,7.46,1.65,18.34,4.53,0.37,30.7,754.3,51.9,50.6
YR1_Geneva_R2_P246,Geneva,2,246,00-01-089,S. purpurea,M,18.10,35.48,28.67,2.37,0.63,2.46,27,182,6.74,10.45,13.25,8.00,0.0837,95.58,0.0105,7.42,1.4,15.84,5.3,0.4,29.1,706.8,42.5,32.8
YR1_Geneva_R3_P303,Geneva,3,303,00-01-089,S. purpurea,M,17.62,37.69,27.39,2.44,0.47,2.60,25,196,7.84,13.01,12.50,8.19,0.1068,76.69,0.0130,7.35,1.45,15.01,5.08,0.46,28.0,605.3,27.3,41.9
YR1_Geneva_R4_P450,Geneva,4,450,00-01-089,S. purpurea,M,17.96,39.32,26.14,1.98,0.43,3.17,30,320,10.67,29.23,9.75,14.40,0.1309,110.01,0.0091,10.07,1.89,20.76,5.33,0.42,29.6,655.2,42.7,45.8
YR1_Geneva_R5_P576,Geneva,5,576,00-01-089,S. purpurea,M,NA,NA,NA,NA,NA,2.35,19,175,9.21,14.40,9.25,9.72,0.0911,106.70,0.0094,8.17,1.47,16.91,5.55,0.43,28.0,680.5,43.4,65.6
YR1_Geneva_R6_P658,Geneva,6,658,00-01-089,S. purpurea,M,NA,NA,NA,NA,NA,2.40,29,225,7.76,14.71,8.75,9.21,0.1004,91.73,0.0109,7.36,1.54,15.27,4.77,0.5,30.5,550.4,42.6,40.5
YR1_Portland_R1_P128,Portland,1,128,00-01-089,S. purpurea,M,16.80,34.48,31.50,2.16,0.44,2.19,17,120,7.06,6.88,21.00,20.00,0.0735,272.11,0.0037,4.7,4.6,64.81,1.02,0.06,35.2,404.8,35.1,32.6
YR1_Portland_R2_P221,Portland,2,221,00-01-089,S. purpurea,M,17.92,38.53,29.25,1.82,0.50,2.55,17,142,8.35,9.85,25.50,8.08,0.0674,119.88,0.0083,6.77,1.61,24.05,4.19,0.18,26.3,252.6,51.6,48.5
YR1_Portland_R3_P284,Portland,3,284,00-01-089,S. purpurea,M,18.52,42.10,26.21,1.73,0.40,2.59,17,139,8.18,9.32,22.50,12.89,0.096,134.27,0.0074,9.22,2,29.98,4.62,0.18,27.2,456.4,50.7,51.4
YR1_Portland_R4_P421,Portland,4,421,00-01-089,S. purpurea,M,18.06,40.53,27.35,1.71,0.43,2.41,18,118,6.56,6.49,26.00,8.18,0.0479,170.77,0.0059,6.94,1.52,23.39,4.57,0.19,31.3,524.3,50.8,47.6
YR1_Portland_R5_P539,Portland,5,539,00-01-089,S. purpurea,M,NA,NA,NA,NA,NA,2.80,28,235,8.39,16.41,17.50,11.99,0.102,117.55,0.0085,8.25,1.81,17.48,4.56,0.49,29.9,660.9,40.8,75.1
YR1_Portland_R6_P772,Portland,6,772,00-01-089,S. purpurea,M,NA,NA,NA,NA,NA,2.85,31,264,8.52,19.02,19.00,8.92,0.0752,118.62,0.0084,6.85,1.66,14.71,4.12,0.52,33.5,710.5,44.7,60.6
YR1_WVU_R1_P111,WVU,1,111,00-01-089,S. purpurea,M,14.90,29.33,33.63,3.23,0.43,1.52,NA,NA,NA,NA,15.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,586.9,51.0,NA
YR1_WVU_R2_P142,WVU,2,142,00-01-089,S. purpurea,M,16.74,34.51,30.54,2.53,0.46,1.84,17,133,7.82,8.44,18.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,528.6,56.3,NA
YR1_WVU_R3_P361,WVU,3,361,00-01-089,S. purpurea,M,18.64,39.69,26.15,2.41,0.43,2.64,11,93,8.45,6.39,21.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.8,722.2,62.9,NA
YR1_WVU_R4_P488,WVU,4,488,00-01-089,S. purpurea,M,14.41,25.91,36.98,3.79,0.36,1.16,2,9,4.50,0.32,15.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8,303.6,48.0,NA
